operação;Data;hora;Moeda;quantidade;Valor (Custo FIFO);Ativo_Contraparte;Valor_Recebido_Contraparte;Fees
Compra;2023-05-05;05:40:04;Bitcoin;0.0931168;13564,1153159;BRL;13564,1153159;0,00046557
Compra;2023-05-05;05:40:04;Bitcoin;0.00496337;723,00297084;BRL;723,00297084;2,482e-05
Compra;2023-05-05;05:40:04;Bitcoin;0.005244;763,88171325;BRL;763,88171325;2,622e-05
Venda;2023-05-05;05:40:04;Bitcoin;0.00051661;75,2534195;Desconhecido;0,0;0,00051661
Retirada para carteira externa;2023-05-05;05:51:11;Bitcoin;0.102809;14975,7465805;Carteira Externa;0,0;0,00115005
Depósito Cripto;2023-06-02;11:15:59;Celo;0.00413444;0,0;Carteira Externa;0,00413444;0,0
Entrada Fiat;2023-06-03;09:57:38;BRL;;9852,37;Banco;9852,37;0,0
Compra;2023-06-03;10:15:22;Ethereum;0.12659682;1206,38691675;BRL;1206,38691675;0,00063298
Compra;2023-06-03;10:15:22;Ethereum;0.00215;20,48812815;BRL;20,48812815;1,075e-05
Compra;2023-06-03;10:15:22;Ethereum;0.89965362;8573,1249551;BRL;8573,1249551;0,00449826
Venda;2023-06-03;10:15:22;Ethereum;0.00514199;48,99988374;Desconhecido;0,0;0,00514199
Entrada Fiat;2023-06-20;16:22:39;BRL;;8400,0;Banco;8400,0;0,0
Compra;2023-06-20;18:27:07;Bitcoin;0.007371;1002,52841168;BRL;1002,52841168;3,685e-05
Compra;2023-06-20;18:27:07;Bitcoin;0.007372;1002,66442151;BRL;1002,66442151;3,686e-05
Compra;2023-06-20;18:27:07;Bitcoin;0.004511;613,54031544;BRL;613,54031544;2,255e-05
Compra;2023-06-20;18:27:07;Bitcoin;0.000815;110,84800645;BRL;110,84800645;4,07e-06
Compra;2023-06-20;18:27:07;Bitcoin;0.000524;71,2691477;BRL;71,2691477;2,62e-06
Compra;2023-06-20;18:27:07;Bitcoin;0.008872;1206,6791573;BRL;1206,6791573;4,436e-05
Compra;2023-06-20;18:27:07;Bitcoin;0.02429031;3303,72078464;BRL;3303,72078464;0,00012144
Compra;2023-06-20;18:27:07;Bitcoin;0.005125;697,05034729;BRL;697,05034729;2,562e-05
Compra;2023-06-20;18:27:07;Bitcoin;0.00325406;442,58412743;BRL;442,58412743;1,627e-05
Compra;2023-06-20;18:27:07;Bitcoin;8.2e-06;1,11528056;BRL;1,11528056;4e-08
Venda;2023-06-20;18:27:07;Bitcoin;0.00031068999999999997;42,25689218;Desconhecido;0,0;0,00031069
Entrada Fiat;2023-06-21;08:27:45;BRL;;9880,0;Banco;9880,0;0,0
Compra;2023-06-21;08:50:40;Bitcoin;0.07063348;9880,0;BRL;9880,0;0,00035316
Venda;2023-06-21;08:50:40;Bitcoin;0.00035316;48,03322939;Desconhecido;0,0;0,00035316
Retirada para carteira externa;2023-06-23;08:52:19;Bitcoin;0.13211219999999999;18241,70987843;Carteira Externa;0,0;0,0003366
Entrada Fiat;2023-06-27;07:02:47;BRL;;5500,0;Banco;5500,0;0,0
Compra;2023-06-27;07:12:15;Bitcoin;0.005262;771,20209737;BRL;771,20209737;2,631e-05
Compra;2023-06-27;07:12:15;Bitcoin;0.02723953;3992,24300024;BRL;3992,24300024;0,00013619
Compra;2023-06-27;07:12:15;Bitcoin;0.00502553;736,54490239;BRL;736,54490239;2,513e-05
Venda;2023-06-27;07:12:15;Bitcoin;0.00018762000000000002;27,49770762;Desconhecido;0,0;0,00018762
Retirada para carteira externa;2023-06-27;07:39:10;Bitcoin;0.037339439999999995;5472,49229238;Carteira Externa;0,0;0,00023375
Entrada Fiat;2023-06-28;08:17:44;BRL;;1998,0;Banco;1998,0;0,0
Compra;2023-06-28;08:35:58;Ethereum;0.222;1998,0;BRL;1998,0;0,00111
Venda;2023-06-28;08:35:58;Ethereum;0.00111;10,57759174;Desconhecido;0,0;0,00111
Retirada para carteira externa;2023-06-28;09:01:43;Ethereum;1.24414845;11738,42252452;Carteira Externa;0,0;0,00180973
Entrada Fiat;2023-06-29;13:52:50;BRL;;3000,0;Banco;3000,0;0,0
Compra;2023-06-29;13:53:41;Bitcoin;0.02010737;3000,0;BRL;3000,0;0,00010053
Venda;2023-06-29;13:53:41;Bitcoin;0.00010053;14,99897799;Desconhecido;0,0;0,00010053
Retirada para carteira externa;2023-06-29;13:55:46;Bitcoin;0.02000684;2985,00102201;Carteira Externa;0,0;0,00025245
Entrada Fiat;2023-07-03;16:42:43;BRL;;4400,0;Banco;4400,0;0,0
Compra;2023-07-03;16:45:52;Bitcoin;0.02915838;4400,0;BRL;4400,0;0,00014579
Venda;2023-07-03;16:45:52;Bitcoin;0.00014579;21,99971329;Desconhecido;0,0;0,00014579
Retirada para carteira externa;2023-07-03;16:47:45;Bitcoin;0.02901259;4378,00028671;Carteira Externa;0,0;0,00019635
Depósito Cripto;2023-07-05;16:54:46;cReal;75.26;0,0;Carteira Externa;75,26;0,0
Depósito Cripto;2023-07-10;17:09:04;cReal;193.12;0,0;Carteira Externa;193,12;0,0
Entrada Fiat;2023-07-11;06:32:45;BRL;;5500,0;Banco;5500,0;0,0
Venda;2023-07-11;06:35:58;cReal;268.38;0,0;BRL;258,45;0,0
Compra;2023-07-11;06:36:50;Bitcoin;0.03871653;5758,0;BRL;5758,0;0,00019358
Venda;2023-07-11;06:36:50;Bitcoin;0.00019358;28,78960589;Desconhecido;0,0;0,00019358
Retirada para carteira externa;2023-07-11;06:40:11;Bitcoin;0.03852295;5729,21039411;Carteira Externa;0,0;0,00010285
Depósito Cripto;2023-08-10;16:03:02;cReal;50.79;0,0;Carteira Externa;50,79;0,0
Entrada Fiat;2023-11-07;10:47:46;BRL;;10000,0;Banco;10000,0;0,0
Venda;2023-11-07;10:54:35;cReal;50.79;0,0;BRL;48,82;0,0
Compra;2023-11-07;10:59:29;Ethereum;8.27e-06;0,07586582;BRL;0,07586582;4e-08
Compra;2023-11-07;10:59:29;Ethereum;4.47e-06;0,04100607;BRL;0,04100607;2e-08
Compra;2023-11-07;10:59:29;Ethereum;7.784e-05;0,71407444;BRL;0,71407444;3,9e-07
Compra;2023-11-07;10:59:29;Ethereum;6.365e-05;0,5839008;BRL;0,5839008;3,2e-07
Compra;2023-11-07;10:59:29;Ethereum;3.521e-05;0,3230031;BRL;0,3230031;1,8e-07
Compra;2023-11-07;10:59:29;Ethereum;7.67e-05;0,70361652;BRL;0,70361652;3,8e-07
Compra;2023-11-07;10:59:29;Ethereum;1.032e-05;0,09467174;BRL;0,09467174;5e-08
Compra;2023-11-07;10:59:29;Ethereum;0.00791293;72,59019909;BRL;72,59019909;3,956e-05
Compra;2023-11-07;10:59:29;Ethereum;5.755e-05;0,52794173;BRL;0,52794173;2,9e-07
Compra;2023-11-07;10:59:29;Ethereum;2.877e-05;0,263925;BRL;0,263925;1,4e-07
Compra;2023-11-07;10:59:29;Ethereum;1.0;9173,61825351;BRL;9173,61825351;0,00499994
Compra;2023-11-07;10:59:29;Ethereum;5.162e-05;0,47354217;BRL;0,47354217;2,6e-07
Venda;2023-11-07;10:59:29;Ethereum;0.00504158;46,24953031;Desconhecido;0,0;0,00504158
Entrada Fiat;2023-11-07;12:37:46;BRL;;9750,0;Banco;9750,0;0,0
Retirada para carteira externa;2023-11-07;15:22:11;Ethereum;1.00328575;9203,76046969;Carteira Externa;0,0;0,00406976
Compra;2023-11-08;16:18:12;Ethereum;8.863e-05;0,83185988;BRL;0,83185988;4,4e-07
Compra;2023-11-08;16:18:12;Ethereum;0.07107889;667,12938306;BRL;667,12938306;0,00035539
Compra;2023-11-08;16:18:12;Ethereum;0.05701449;535,12430398;BRL;535,12430398;0,00028507
Compra;2023-11-08;16:18:12;Ethereum;1.683e-05;0,15796234;BRL;0,15796234;8e-08
Compra;2023-11-08;16:18:12;Ethereum;0.99573788;9345,75649074;BRL;9345,75649074;0,00497867
Venda;2023-11-08;16:18:12;Ethereum;0.00561966;52,7447785;Desconhecido;0,0;0,00561966
Retirada para carteira externa;2023-11-08;16:24:39;Ethereum;1.11831706;10496,2552215;Carteira Externa;0,0;0,00526633
Entrada Fiat;2023-11-09;07:52:47;BRL;;10000,0;Banco;10000,0;0,0
Compra;2023-11-09;09:21:02;Ethereum;0.05534329;524,30755254;BRL;524,30755254;0,00027671
Compra;2023-11-09;09:21:02;Ethereum;5.554e-05;0,52617113;BRL;0,52617113;2,8e-07
Compra;2023-11-09;09:21:02;Ethereum;6.732e-05;0,63777171;BRL;0,63777171;3,4e-07
Compra;2023-11-09;09:21:02;Ethereum;8.397e-05;0,79550936;BRL;0,79550936;4,2e-07
Compra;2023-11-09;09:21:02;Ethereum;1.0;9473,73299527;BRL;9473,73299527;0,00499997
Venda;2023-11-09;09:21:02;Ethereum;0.0052777200000000005;49,9997101;Desconhecido;0,0;0,00527772
Retirada para carteira externa;2023-11-10;06:45:11;Ethereum;1.0502724;9950,0002899;Carteira Externa;0,0;0,00330522
Entrada Fiat;2023-11-28;11:07:42;BRL;;2500,0;Banco;2500,0;0,0
Compra;2023-11-28;11:10:18;Bitcoin;0.01353896;2498,92578543;BRL;2498,92578543;6,768e-05
Compra;2023-11-28;11:10:18;Bitcoin;3.16e-06;0,58325052;BRL;0,58325052;2e-08
Compra;2023-11-28;11:10:18;Bitcoin;4.5e-07;0,08305783;BRL;0,08305783;0,0
Compra;2023-11-28;11:10:18;Bitcoin;2.21e-06;0,40790622;BRL;0,40790622;1e-08
Venda;2023-11-28;11:10:18;Bitcoin;6.770999999999999e-05;12,49743444;Desconhecido;0,0;6,771e-05
Entrada Fiat;2023-11-29;07:32:42;BRL;;4300,0;Banco;4300,0;0,0
Compra;2023-11-29;07:36:02;Bitcoin;0.000599;111,75445866;BRL;111,75445866;2,99e-06
Compra;2023-11-29;07:36:02;Bitcoin;0.02244885;4188,24554134;BRL;4188,24554134;0,00011224
Venda;2023-11-29;07:36:02;Bitcoin;0.00011522999999999999;21,26834101;Desconhecido;0,0;0,00011523
Retirada para carteira externa;2023-11-30;18:46:44;Bitcoin;0.03640969;6766,23422455;Carteira Externa;0,0;0,0004675
Depósito Cripto;2023-12-08;19:54:01;cReal;182.97;0,0;Carteira Externa;182,97;0,0
