"Data";"Hora";"Moeda";"Categoria";"Quantidade";"Saldo"
"08/12/2023";"19:54:01";"cReal";"Depósito de carteira externa";"CREAL 182,97000000";"CREAL 182,97000000"
"30/11/2023";"18:46:44";"Bitcoin";"Retirada para carteira externa";"-BTC 0,03594219";"BTC 0,00000000"
"30/11/2023";"18:46:44";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00046750";"BTC 0,03594219"
"29/11/2023";"07:36:02";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00011224";"BTC 0,03640969"
"29/11/2023";"07:36:02";"Bitcoin";"Compra";"BTC 0,02244885";"BTC 0,03652193"
"29/11/2023";"07:36:02";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000299";"BTC 0,01407308"
"29/11/2023";"07:36:02";"Bitcoin";"Compra";"BTC 0,00059900";"BTC 0,01407607"
"29/11/2023";"07:36:02";"Real Brasileiro";"Compra";"-R$ 4.188,28";"R$ 0,64"
"29/11/2023";"07:36:02";"Real Brasileiro";"Compra";"-R$ 111,72";"R$ 4.188,92"
"29/11/2023";"07:32:42";"Real Brasileiro";"Depósito bancário";"R$ 4.300,00";"R$ 4.300,64"
"28/11/2023";"11:10:18";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00006769";"BTC 0,01347707"
"28/11/2023";"11:10:18";"Bitcoin";"Compra";"BTC 0,01353896";"BTC 0,01354476"
"28/11/2023";"11:10:18";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000001";"BTC 0,00000580"
"28/11/2023";"11:10:18";"Bitcoin";"Compra";"BTC 0,00000316";"BTC 0,00000581"
"28/11/2023";"11:10:18";"Bitcoin";"Compra";"BTC 0,00000045";"BTC 0,00000265"
"28/11/2023";"11:10:18";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000001";"BTC 0,00000220"
"28/11/2023";"11:10:18";"Bitcoin";"Compra";"BTC 0,00000221";"BTC 0,00000221"
"28/11/2023";"11:10:18";"Real Brasileiro";"Compra";"-R$ 2.498,93";"R$ 0,64"
"28/11/2023";"11:10:18";"Real Brasileiro";"Compra";"-R$ 0,58";"R$ 2.499,56"
"28/11/2023";"11:10:18";"Real Brasileiro";"Compra";"-R$ 0,08";"R$ 2.500,15"
"28/11/2023";"11:10:18";"Real Brasileiro";"Compra";"-R$ 0,41";"R$ 2.500,23"
"28/11/2023";"11:07:42";"Real Brasileiro";"Depósito bancário";"R$ 2.500,00";"R$ 2.500,64"
"10/11/2023";"06:45:11";"Ethereum";"Retirada para carteira externa";"-ETH 1,04696718";"ETH 0,00000000"
"10/11/2023";"06:45:11";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,00330522";"ETH 1,04696718"
"09/11/2023";"09:21:02";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00027671";"ETH 1,05027240"
"09/11/2023";"09:21:02";"Ethereum";"Compra";"ETH 0,05534329";"ETH 1,05054911"
"09/11/2023";"09:21:02";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000027";"ETH 0,99520582"
"09/11/2023";"09:21:02";"Ethereum";"Compra";"ETH 0,00005554";"ETH 0,99520609"
"09/11/2023";"09:21:02";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000033";"ETH 0,99515055"
"09/11/2023";"09:21:02";"Ethereum";"Compra";"ETH 0,00006732";"ETH 0,99515088"
"09/11/2023";"09:21:02";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00500000";"ETH 0,99508356"
"09/11/2023";"09:21:02";"Ethereum";"Compra";"ETH 1,00000000";"ETH 1,00008356"
"09/11/2023";"09:21:02";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000041";"ETH 0,00008356"
"09/11/2023";"09:21:02";"Ethereum";"Compra";"ETH 0,00008397";"ETH 0,00008397"
"09/11/2023";"09:21:02";"Real Brasileiro";"Compra";"-R$ 525,04";"R$ 0,64"
"09/11/2023";"09:21:02";"Real Brasileiro";"Compra";"-R$ 0,53";"R$ 525,68"
"09/11/2023";"09:21:02";"Real Brasileiro";"Compra";"-R$ 0,64";"R$ 526,21"
"09/11/2023";"09:21:02";"Real Brasileiro";"Compra";"-R$ 9.473,00";"R$ 526,84"
"09/11/2023";"09:21:02";"Real Brasileiro";"Compra";"-R$ 0,79";"R$ 9.999,84"
"09/11/2023";"07:52:47";"Real Brasileiro";"Depósito bancário";"R$ 10.000,00";"R$ 10.000,64"
"08/11/2023";"16:24:39";"Ethereum";"Retirada para carteira externa";"-ETH 1,11305073";"ETH 0,00000000"
"08/11/2023";"16:24:39";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,00526633";"ETH 1,11305073"
"08/11/2023";"16:18:12";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00035539";"ETH 1,11831706"
"08/11/2023";"16:18:12";"Ethereum";"Compra";"ETH 0,07107889";"ETH 1,11867245"
"08/11/2023";"16:18:12";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00028507";"ETH 1,04759356"
"08/11/2023";"16:18:12";"Ethereum";"Compra";"ETH 0,05701449";"ETH 1,04787863"
"08/11/2023";"16:18:12";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000044";"ETH 0,99086414"
"08/11/2023";"16:18:12";"Ethereum";"Compra";"ETH 0,00008863";"ETH 0,99086458"
"08/11/2023";"16:18:12";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00497868";"ETH 0,99077595"
"08/11/2023";"16:18:12";"Ethereum";"Compra";"ETH 0,99573788";"ETH 0,99575463"
"08/11/2023";"16:18:12";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000008";"ETH 0,00001675"
"08/11/2023";"16:18:12";"Ethereum";"Compra";"ETH 0,00001683";"ETH 0,00001683"
"08/11/2023";"16:18:12";"Real Brasileiro";"Compra";"-R$ 667,64";"R$ 0,64"
"08/11/2023";"16:18:12";"Real Brasileiro";"Compra";"-R$ 535,37";"R$ 668,28"
"08/11/2023";"16:18:12";"Real Brasileiro";"Compra";"-R$ 0,83";"R$ 1.203,65"
"08/11/2023";"16:18:12";"Real Brasileiro";"Compra";"-R$ 9.345,00";"R$ 1.204,48"
"08/11/2023";"16:18:12";"Real Brasileiro";"Compra";"-R$ 0,16";"R$ 10.549,48"
"07/11/2023";"15:22:11";"Ethereum";"Retirada para carteira externa";"-ETH 0,99921599";"ETH 0,00000000"
"07/11/2023";"15:22:11";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,00406976";"ETH 0,99921599"
"07/11/2023";"12:37:46";"Real Brasileiro";"Depósito bancário";"R$ 9.750,00";"R$ 10.549,64"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00003956";"ETH 1,00328575"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00791293";"ETH 1,00332531"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000005";"ETH 0,99541238"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00001032";"ETH 0,99541243"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000038";"ETH 0,99540211"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00007670";"ETH 0,99540249"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000017";"ETH 0,99532579"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00003521";"ETH 0,99532596"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000031";"ETH 0,99529075"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00006365";"ETH 0,99529106"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000038";"ETH 0,99522741"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00007784";"ETH 0,99522779"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000002";"ETH 0,99514995"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00000447";"ETH 0,99514997"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000004";"ETH 0,99514550"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00000827";"ETH 0,99514554"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000014";"ETH 0,99513727"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00002877";"ETH 0,99513741"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00500000";"ETH 0,99510864"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 1,00000000";"ETH 1,00010864"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000028";"ETH 0,00010864"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00005755";"ETH 0,00010892"
"07/11/2023";"10:59:29";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00000025";"ETH 0,00005137"
"07/11/2023";"10:59:29";"Ethereum";"Compra";"ETH 0,00005162";"ETH 0,00005162"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 73,19";"R$ 799,64"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,10";"R$ 872,82"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,71";"R$ 872,92"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,32";"R$ 873,63"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,59";"R$ 873,95"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,72";"R$ 874,54"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,04";"R$ 875,26"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,08";"R$ 875,30"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,26";"R$ 875,37"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 9.173,00";"R$ 875,64"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,53";"R$ 10.048,64"
"07/11/2023";"10:59:29";"Real Brasileiro";"Compra";"-R$ 0,47";"R$ 10.049,16"
"07/11/2023";"10:54:35";"Real Brasileiro";"Venda";"R$ 0,11";"R$ 10.049,64"
"07/11/2023";"10:54:35";"Real Brasileiro";"Venda";"R$ 44,72";"R$ 10.049,53"
"07/11/2023";"10:54:35";"Real Brasileiro";"Venda";"R$ 3,99";"R$ 10.004,81"
"07/11/2023";"10:54:35";"cReal";"Venda";"-CREAL 0,11025235";"CREAL 0,00000000"
"07/11/2023";"10:54:35";"cReal";"Venda";"-CREAL 46,53485953";"CREAL 0,11025235"
"07/11/2023";"10:54:35";"cReal";"Venda";"-CREAL 4,14488812";"CREAL 46,64511188"
"07/11/2023";"10:47:46";"Real Brasileiro";"Depósito bancário";"R$ 10.000,00";"R$ 10.000,82"
"10/08/2023";"16:03:02";"cReal";"Depósito de carteira externa";"CREAL 50,79000000";"CREAL 50,79000000"
"11/07/2023";"06:40:11";"Bitcoin";"Retirada para carteira externa";"-BTC 0,03842010";"BTC 0,00000000"
"11/07/2023";"06:40:11";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00010285";"BTC 0,03842010"
"11/07/2023";"06:36:50";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00019358";"BTC 0,03852295"
"11/07/2023";"06:36:50";"Bitcoin";"Compra";"BTC 0,03871653";"BTC 0,03871653"
"11/07/2023";"06:36:50";"Real Brasileiro";"Compra";"-R$ 5.758,00";"R$ 0,82"
"11/07/2023";"06:35:58";"Real Brasileiro";"Venda";"R$ 258,45";"R$ 5.758,82"
"11/07/2023";"06:35:58";"cReal";"Venda";"-CREAL 268,38000000";"CREAL 0,00000000"
"11/07/2023";"06:32:45";"Real Brasileiro";"Depósito bancário";"R$ 5.500,00";"R$ 5.500,37"
"10/07/2023";"17:09:04";"cReal";"Depósito de carteira externa";"CREAL 193,12000000";"CREAL 268,38000000"
"05/07/2023";"16:54:46";"cReal";"Depósito de carteira externa";"CREAL 75,26000000";"CREAL 75,26000000"
"03/07/2023";"16:47:45";"Bitcoin";"Retirada para carteira externa";"-BTC 0,02881624";"BTC 0,00000000"
"03/07/2023";"16:47:45";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00019635";"BTC 0,02881624"
"03/07/2023";"16:45:52";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00014579";"BTC 0,02901259"
"03/07/2023";"16:45:52";"Bitcoin";"Compra";"BTC 0,02915838";"BTC 0,02915838"
"03/07/2023";"16:45:52";"Real Brasileiro";"Compra";"-R$ 4.400,00";"R$ 0,37"
"03/07/2023";"16:42:43";"Real Brasileiro";"Depósito bancário";"R$ 4.400,00";"R$ 4.400,37"
"29/06/2023";"13:55:46";"Bitcoin";"Retirada para carteira externa";"-BTC 0,01975439";"BTC 0,00000000"
"29/06/2023";"13:55:46";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00025245";"BTC 0,01975439"
"29/06/2023";"13:53:41";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00010053";"BTC 0,02000684"
"29/06/2023";"13:53:41";"Bitcoin";"Compra";"BTC 0,02010737";"BTC 0,02010737"
"29/06/2023";"13:53:41";"Real Brasileiro";"Compra";"-R$ 3.000,00";"R$ 0,37"
"29/06/2023";"13:52:50";"Real Brasileiro";"Depósito bancário";"R$ 3.000,00";"R$ 3.000,37"
"28/06/2023";"09:01:43";"Ethereum";"Retirada para carteira externa";"-ETH 1,24233872";"ETH 0,00000000"
"28/06/2023";"09:01:43";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,00180973";"ETH 1,24233872"
"28/06/2023";"08:35:58";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00111000";"ETH 1,24414845"
"28/06/2023";"08:35:58";"Ethereum";"Compra";"ETH 0,22200000";"ETH 1,24525845"
"28/06/2023";"08:35:58";"Real Brasileiro";"Compra";"-R$ 1.998,00";"R$ 0,37"
"28/06/2023";"08:17:44";"Real Brasileiro";"Depósito bancário";"R$ 1.998,00";"R$ 1.998,37"
"27/06/2023";"07:39:10";"Bitcoin";"Retirada para carteira externa";"-BTC 0,03710569";"BTC 0,00000000"
"27/06/2023";"07:39:10";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00023375";"BTC 0,03710569"
"27/06/2023";"07:12:15";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00013619";"BTC 0,03733944"
"27/06/2023";"07:12:15";"Bitcoin";"Compra";"BTC 0,02723953";"BTC 0,03747563"
"27/06/2023";"07:12:15";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00002631";"BTC 0,01023610"
"27/06/2023";"07:12:15";"Bitcoin";"Compra";"BTC 0,00526200";"BTC 0,01026241"
"27/06/2023";"07:12:15";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00002512";"BTC 0,00500041"
"27/06/2023";"07:12:15";"Bitcoin";"Compra";"BTC 0,00502553";"BTC 0,00502553"
"27/06/2023";"07:12:15";"Real Brasileiro";"Compra";"-R$ 3.994,13";"R$ 0,37"
"27/06/2023";"07:12:15";"Real Brasileiro";"Compra";"-R$ 770,88";"R$ 3.994,50"
"27/06/2023";"07:12:15";"Real Brasileiro";"Compra";"-R$ 734,98";"R$ 4.765,39"
"27/06/2023";"07:02:47";"Real Brasileiro";"Depósito bancário";"R$ 5.500,00";"R$ 5.500,37"
"23/06/2023";"08:52:19";"Bitcoin";"Retirada para carteira externa";"-BTC 0,13177560";"BTC 0,00000000"
"23/06/2023";"08:52:19";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00033660";"BTC 0,13177560"
"21/06/2023";"08:50:40";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00035316";"BTC 0,13211220"
"21/06/2023";"08:50:40";"Bitcoin";"Compra";"BTC 0,07063348";"BTC 0,13246536"
"21/06/2023";"08:50:40";"Real Brasileiro";"Compra";"-R$ 9.880,00";"R$ 0,37"
"21/06/2023";"08:27:45";"Real Brasileiro";"Depósito bancário";"R$ 9.880,00";"R$ 9.880,37"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00012145";"BTC 0,06183188"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,02429031";"BTC 0,06195333"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000262";"BTC 0,03766302"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00052400";"BTC 0,03766564"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000407";"BTC 0,03714164"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00081500";"BTC 0,03714571"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00002255";"BTC 0,03633071"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00451100";"BTC 0,03635326"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00003686";"BTC 0,03184226"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00737200";"BTC 0,03187912"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00003685";"BTC 0,02450712"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00737100";"BTC 0,02454397"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00004436";"BTC 0,01717297"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00887200";"BTC 0,01721733"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00002562";"BTC 0,00834533"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00512500";"BTC 0,00837095"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00001627";"BTC 0,00324595"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00325406";"BTC 0,00326222"
"20/06/2023";"18:27:07";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000004";"BTC 0,00000816"
"20/06/2023";"18:27:07";"Bitcoin";"Compra";"BTC 0,00000820";"BTC 0,00000820"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 3.304,75";"R$ 0,37"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 71,26";"R$ 3.305,12"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 110,84";"R$ 3.376,38"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 613,50";"R$ 3.487,22"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 1.002,59";"R$ 4.100,72"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 1.002,46";"R$ 5.103,31"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 1.206,59";"R$ 6.105,76"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 697,00";"R$ 7.312,36"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 441,90";"R$ 8.009,36"
"20/06/2023";"18:27:07";"Real Brasileiro";"Compra";"-R$ 1,11";"R$ 8.451,26"
"20/06/2023";"16:22:39";"Real Brasileiro";"Depósito bancário";"R$ 8.400,00";"R$ 8.452,37"
"03/06/2023";"10:15:22";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00063298";"ETH 1,02325845"
"03/06/2023";"10:15:22";"Ethereum";"Compra";"ETH 0,12659682";"ETH 1,02389143"
"03/06/2023";"10:15:22";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00001075";"ETH 0,89729461"
"03/06/2023";"10:15:22";"Ethereum";"Compra";"ETH 0,00215000";"ETH 0,89730536"
"03/06/2023";"10:15:22";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00449826";"ETH 0,89515536"
"03/06/2023";"10:15:22";"Ethereum";"Compra";"ETH 0,89965362";"ETH 0,89965362"
"03/06/2023";"10:15:22";"Real Brasileiro";"Compra";"-R$ 1.208,49";"R$ 52,37"
"03/06/2023";"10:15:22";"Real Brasileiro";"Compra";"-R$ 20,51";"R$ 1.260,86"
"03/06/2023";"10:15:22";"Real Brasileiro";"Compra";"-R$ 8.571,00";"R$ 1.281,37"
"03/06/2023";"09:57:38";"Real Brasileiro";"Depósito bancário";"R$ 9.852,37";"R$ 9.852,37"
"02/06/2023";"11:15:59";"Celo";"Depósito de carteira externa";"CELO 0,00413444";"CELO 0,00413444"
"05/05/2023";"05:51:11";"Bitcoin";"Retirada para carteira externa";"-BTC 0,10165895";"BTC 0,00000000"
"05/05/2023";"05:51:11";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00115005";"BTC 0,10165895"
"05/05/2023";"05:40:04";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00046558";"BTC 0,10280756"
"05/05/2023";"05:40:04";"Bitcoin";"Compra";"BTC 0,09311680";"BTC 0,10327314"
"05/05/2023";"05:40:04";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00002481";"BTC 0,01015634"
"05/05/2023";"05:40:04";"Bitcoin";"Compra";"BTC 0,00496337";"BTC 0,01018115"
"05/05/2023";"05:40:04";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00002622";"BTC 0,00521778"
"05/05/2023";"05:40:04";"Bitcoin";"Compra";"BTC 0,00524400";"BTC 0,00524400"
"05/05/2023";"05:40:04";"Real Brasileiro";"Compra";"-R$ 13.566,00";"R$ 0,00"
"05/05/2023";"05:40:04";"Real Brasileiro";"Compra";"-R$ 722,00";"R$ 13.566,00"
"05/05/2023";"05:40:04";"Real Brasileiro";"Compra";"-R$ 763,00";"R$ 14.288,00"
"14/04/2023";"11:23:27";"Real Brasileiro";"Venda";"R$ 49,95";"R$ 15.051,00"
"14/04/2023";"11:23:27";"cReal";"Venda";"-CREAL 50,51000000";"CREAL 0,00000000"
"14/04/2023";"11:17:42";"Real Brasileiro";"Depósito bancário";"R$ 6.000,00";"R$ 15.001,05"
"13/04/2023";"11:42:59";"cReal";"Depósito de carteira externa";"CREAL 50,51000000";"CREAL 50,51000000"
"21/03/2023";"09:02:39";"Real Brasileiro";"Depósito bancário";"R$ 9.000,00";"R$ 9.001,05"
"10/03/2023";"12:43:51";"Bitcoin";"Retirada para carteira externa";"-BTC 0,09815880";"BTC 0,00000000"
"10/03/2023";"12:43:51";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00029920";"BTC 0,09815880"
"10/03/2023";"08:40:16";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00049476";"BTC 0,09845724"
"10/03/2023";"08:40:16";"Bitcoin";"Compra";"BTC 0,09895200";"BTC 0,09895200"
"10/03/2023";"08:40:16";"Real Brasileiro";"Compra";"-R$ 10.102,00";"R$ 1,05"
"10/03/2023";"08:10:33";"Real Brasileiro";"Venda";"R$ 27,21";"R$ 10.103,05"
"10/03/2023";"08:10:33";"cReal";"Venda";"-CREAL 27,49000000";"CREAL 0,00000000"
"07/02/2023";"08:34:17";"cReal";"Depósito de carteira externa";"CREAL 27,49000000";"CREAL 27,49000000"
"03/02/2023";"10:37:50";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 10.075,84"
"01/02/2023";"14:04:47";"Real Brasileiro";"Venda";"R$ 57,19";"R$ 5.075,84"
"01/02/2023";"14:04:47";"Real Brasileiro";"Venda";"R$ 15,75";"R$ 5.018,65"
"01/02/2023";"14:04:47";"cReal";"Venda";"-CREAL 57,77000000";"CREAL 0,00000000"
"01/02/2023";"14:04:47";"cReal";"Venda";"-CREAL 15,91000000";"CREAL 57,77000000"
"01/02/2023";"14:02:54";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.002,90"
"18/01/2023";"09:37:09";"Bitcoin";"Retirada para carteira externa";"-BTC 0,05090850";"BTC 0,00000000"
"18/01/2023";"09:37:09";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00009350";"BTC 0,05090850"
"15/01/2023";"12:33:08";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00025629";"BTC 0,05100171"
"15/01/2023";"12:33:08";"Bitcoin";"Compra";"BTC 0,05125800";"BTC 0,05125800"
"15/01/2023";"12:33:08";"Real Brasileiro";"Compra";"-R$ 5.498,00";"R$ 2,90"
"15/01/2023";"12:27:44";"Real Brasileiro";"Depósito bancário";"R$ 5.500,00";"R$ 5.500,90"
"05/07/2022";"11:45:05";"cReal";"Depósito de carteira externa";"CREAL 73,68000000";"CREAL 73,68000000"
"29/06/2022";"15:30:12";"Bitcoin";"Retirada para carteira externa";"-BTC 0,04862076";"BTC 0,00000000"
"29/06/2022";"15:30:12";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00009350";"BTC 0,04862076"
"29/06/2022";"15:28:05";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00000180";"BTC 0,04871426"
"29/06/2022";"15:28:05";"Bitcoin";"Compra";"BTC 0,00036105";"BTC 0,04871606"
"29/06/2022";"15:28:05";"Real Brasileiro";"Compra";"-R$ 38,00";"R$ 0,90"
"29/06/2022";"15:25:18";"Real Brasileiro";"Venda";"R$ 38,77";"R$ 38,90"
"29/06/2022";"15:25:18";"cReal";"Venda";"-CREAL 40,35000000";"CREAL 0,00000000"
"23/06/2022";"10:36:34";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00024299";"BTC 0,04835501"
"23/06/2022";"10:36:34";"Bitcoin";"Compra";"BTC 0,04859800";"BTC 0,04859800"
"23/06/2022";"10:36:34";"Real Brasileiro";"Compra";"-R$ 5.199,98";"R$ 0,13"
"23/06/2022";"10:02:56";"Real Brasileiro";"Depósito bancário";"R$ 5.200,00";"R$ 5.200,11"
"17/06/2022";"14:22:11";"Bitcoin";"Retirada para carteira externa";"-BTC 0,11378816";"BTC 0,00000000"
"17/06/2022";"14:22:11";"Bitcoin";"Taxa de mineração, prioridade normal";"-BTC 0,00018700";"BTC 0,11378816"
"16/06/2022";"04:52:44";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00017922";"BTC 0,11397516"
"16/06/2022";"04:52:44";"Bitcoin";"Compra";"BTC 0,03584400";"BTC 0,11415438"
"16/06/2022";"04:52:44";"Real Brasileiro";"Compra";"-R$ 3.999,90";"R$ 0,11"
"15/06/2022";"15:52:36";"Real Brasileiro";"Depósito bancário";"R$ 4.000,00";"R$ 4.000,01"
"06/06/2022";"11:48:45";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00003249";"BTC 0,07831038"
"06/06/2022";"11:48:45";"Bitcoin";"Compra";"BTC 0,00649823";"BTC 0,07834287"
"06/06/2022";"11:48:45";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00005000";"BTC 0,07184464"
"06/06/2022";"11:48:45";"Bitcoin";"Compra";"BTC 0,01000000";"BTC 0,07189464"
"06/06/2022";"11:48:45";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00003480";"BTC 0,06189464"
"06/06/2022";"11:48:45";"Bitcoin";"Compra";"BTC 0,00696100";"BTC 0,06192944"
