"Data";"Hora";"Moeda";"Categoria";"Quantidade";"Saldo"
"12/08/2020";"10:59:09";"Ethereum";"Compra";"ETH 0,09731708";"ETH 2,62896619"
"12/08/2020";"10:59:09";"Real Brasileiro";"Compra";"-R$ 207,29";"R$ 2.605,04"
"12/08/2020";"10:59:09";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00044054";"ETH 2,53164911"
"12/08/2020";"10:59:09";"Ethereum";"Compra";"ETH 0,08810863";"ETH 2,53208965"
"12/08/2020";"10:59:09";"Real Brasileiro";"Compra";"-R$ 187,67";"R$ 2.812,33"
"12/08/2020";"10:53:53";"Real Brasileiro";"Depósito bancário";"R$ 3.000,00";"R$ 3.000,00"
"23/07/2020";"12:57:18";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,01148382";"ETH 2,44398102"
"23/07/2020";"12:57:18";"Ethereum";"Compra";"ETH 2,29676408";"ETH 2,45546484"
"23/07/2020";"12:57:18";"Real Brasileiro";"Compra";"-R$ 3.222,36";"R$ 0,00"
"23/07/2020";"11:26:31";"Real Brasileiro";"Depósito bancário";"R$ 1.440,00";"R$ 3.222,36"
"23/07/2020";"09:31:01";"Ethereum";"Taxa sobre compra - Executada";"-ETH 0,00004858";"ETH 0,15870076"
"23/07/2020";"09:31:01";"Ethereum";"Compra";"ETH 0,01943112";"ETH 0,15874934"
"23/07/2020";"09:31:01";"Real Brasileiro";"Compra";"-R$ 26,52";"R$ 1.782,36"
"23/07/2020";"09:30:21";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00070009";"ETH 0,13931822"
"23/07/2020";"09:30:21";"Ethereum";"Compra";"ETH 0,14001831";"ETH 0,14001831"
"23/07/2020";"09:30:21";"Real Brasileiro";"Compra";"-R$ 191,12";"R$ 1.808,88"
"16/07/2020";"18:35:00";"Real Brasileiro";"Depósito bancário";"R$ 2.000,00";"R$ 2.000,00"
"16/07/2020";"17:07:41";"Ethereum";"Retirada para carteira externa";"-ETH 1,56884120";"ETH 0,00000000"
"16/07/2020";"17:07:41";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00203280";"ETH 1,56884120"
"16/07/2020";"17:06:18";"Ethereum";"Taxa sobre compra - Executada";"-ETH 0,00393703";"ETH 1,57087400"
"16/07/2020";"17:06:18";"Ethereum";"Compra";"ETH 1,57481103";"ETH 1,57481103"
"16/07/2020";"17:06:18";"Real Brasileiro";"Compra";"-R$ 2.000,01";"R$ 0,00"
"16/07/2020";"16:56:35";"Real Brasileiro";"Depósito bancário";"R$ 2.000,00";"R$ 2.000,01"
"09/07/2020";"09:48:50";"Ethereum";"Retirada para carteira externa";"-ETH 1,99887281";"ETH 0,00000000"
"09/07/2020";"09:48:50";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00269346";"ETH 1,99887281"
"09/07/2020";"09:44:49";"Bitcoin";"Retirada para carteira externa";"-BTC 0,05282610";"BTC 0,00000000"
"09/07/2020";"09:44:49";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00009350";"BTC 0,05282610"
"09/07/2020";"09:42:31";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00026593";"BTC 0,05291960"
"09/07/2020";"09:42:31";"Bitcoin";"Compra";"BTC 0,05318553";"BTC 0,05318553"
"09/07/2020";"09:42:31";"Real Brasileiro";"Compra";"-R$ 2.685,05";"R$ 0,01"
"09/07/2020";"09:40:47";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00170377";"ETH 2,00156627"
"09/07/2020";"09:40:47";"Ethereum";"Compra";"ETH 0,34075328";"ETH 2,00327004"
"09/07/2020";"09:40:47";"Real Brasileiro";"Compra";"-R$ 451,43";"R$ 2.685,06"
"09/07/2020";"09:40:47";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00600278";"ETH 1,66251676"
"09/07/2020";"09:40:47";"Ethereum";"Compra";"ETH 1,20055595";"ETH 1,66851954"
"09/07/2020";"09:40:47";"Real Brasileiro";"Compra";"-R$ 1.590,46";"R$ 3.136,49"
"09/07/2020";"09:40:47";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00235158";"ETH 0,46796359"
"09/07/2020";"09:40:47";"Ethereum";"Compra";"ETH 0,47031517";"ETH 0,47031517"
"09/07/2020";"09:40:47";"Real Brasileiro";"Compra";"-R$ 623,05";"R$ 4.726,95"
"09/07/2020";"09:37:50";"Real Brasileiro";"Depósito bancário";"R$ 5.350,00";"R$ 5.350,00"
"09/07/2020";"00:56:42";"Bitcoin";"Retirada para carteira externa";"-BTC 0,06640882";"BTC 0,00000000"
"09/07/2020";"00:56:42";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00009350";"BTC 0,06640882"
"09/07/2020";"00:53:54";"Ethereum";"Retirada para carteira externa";"-ETH 2,00314460";"ETH 0,00000000"
"09/07/2020";"00:53:54";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00193116";"ETH 2,00314460"
"08/07/2020";"11:11:01";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00003367";"BTC 0,06650232"
"08/07/2020";"11:11:01";"Bitcoin";"Compra";"BTC 0,00673401";"BTC 0,06653599"
"08/07/2020";"11:11:01";"Real Brasileiro";"Compra";"-R$ 340,00";"R$ 0,00"
"08/07/2020";"11:08:56";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,01007576";"ETH 2,00507576"
"08/07/2020";"11:08:56";"Ethereum";"Compra";"ETH 2,01515152";"ETH 2,01515152"
"08/07/2020";"11:08:56";"Real Brasileiro";"Compra";"-R$ 2.660,00";"R$ 340,00"
"08/07/2020";"10:14:06";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000906";"BTC 0,05980198"
"08/07/2020";"10:14:06";"Bitcoin";"Compra";"BTC 0,00362375";"BTC 0,05981104"
"08/07/2020";"10:14:06";"Real Brasileiro";"Compra";"-R$ 180,68";"R$ 3.000,00"
"08/07/2020";"09:51:01";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000302";"BTC 0,05618729"
"08/07/2020";"09:51:01";"Bitcoin";"Compra";"BTC 0,00120888";"BTC 0,05619031"
"08/07/2020";"09:51:01";"Real Brasileiro";"Compra";"-R$ 60,36";"R$ 3.180,68"
"08/07/2020";"09:48:28";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00027629";"BTC 0,05498143"
"08/07/2020";"09:48:28";"Bitcoin";"Compra";"BTC 0,05525772";"BTC 0,05525772"
"08/07/2020";"09:48:28";"Real Brasileiro";"Compra";"-R$ 2.758,96";"R$ 3.241,04"
"08/07/2020";"09:31:33";"Real Brasileiro";"Depósito bancário";"R$ 6.000,00";"R$ 6.000,00"
"02/07/2020";"19:47:14";"Ethereum";"Retirada para carteira externa";"-ETH 1,00770533";"ETH 0,00000000"
"02/07/2020";"19:47:14";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00150935";"ETH 1,00770533"
"02/07/2020";"19:41:50";"Ethereum";"Retirada para carteira externa";"-ETH 1,00752622";"ETH 1,00921468"
"02/07/2020";"19:41:50";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00147378";"ETH 2,01674090"
"02/07/2020";"19:37:56";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00312319";"ETH 2,01821468"
"02/07/2020";"19:37:56";"Ethereum";"Compra";"ETH 0,62463865";"ETH 2,02133787"
"02/07/2020";"19:37:56";"Real Brasileiro";"Compra";"-R$ 775,72";"R$ 0,00"
"02/07/2020";"19:34:51";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00389595";"ETH 1,39669922"
"02/07/2020";"19:34:51";"Ethereum";"Compra";"ETH 0,77918908";"ETH 1,40059517"
"02/07/2020";"19:34:51";"Real Brasileiro";"Compra";"-R$ 966,18";"R$ 775,72"
"02/07/2020";"19:22:17";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00312264";"ETH 0,62140609"
"02/07/2020";"19:22:17";"Ethereum";"Compra";"ETH 0,62452873";"ETH 0,62452873"
"02/07/2020";"19:22:17";"Real Brasileiro";"Compra";"-R$ 768,17";"R$ 1.741,90"
"02/07/2020";"18:52:32";"Real Brasileiro";"Depósito bancário";"R$ 2.500,00";"R$ 2.510,07"
"29/06/2020";"11:06:54";"Bitcoin";"Retirada para carteira externa";"-BTC 0,10010799";"BTC 0,00000000"
"29/06/2020";"11:06:54";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00009350";"BTC 0,10010799"
"29/06/2020";"10:59:14";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00040353";"BTC 0,10020149"
"29/06/2020";"10:59:14";"Bitcoin";"Compra";"BTC 0,08070502";"BTC 0,10060502"
"29/06/2020";"10:59:14";"Real Brasileiro";"Compra";"-R$ 3.998,93";"R$ 10,07"
"29/06/2020";"10:59:14";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00010000";"BTC 0,01990000"
"29/06/2020";"10:59:14";"Bitcoin";"Compra";"BTC 0,02000000";"BTC 0,02000000"
"29/06/2020";"10:59:14";"Real Brasileiro";"Compra";"-R$ 991,00";"R$ 4.009,00"
"29/06/2020";"10:50:50";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,00"
"27/06/2020";"17:03:11";"Bitcoin";"Retirada para carteira externa";"-BTC 0,10173726";"BTC 0,00000000"
"27/06/2020";"17:03:11";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00009350";"BTC 0,10173726"
"23/06/2020";"15:50:43";"Ethereum";"Retirada para carteira externa";"-ETH 1,99372004";"ETH 0,00000000"
"23/06/2020";"15:50:43";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00152460";"ETH 1,99372004"
"08/06/2020";"14:15:36";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00915558";"ETH 1,99524464"
"08/06/2020";"14:15:36";"Ethereum";"Compra";"ETH 1,83111545";"ETH 2,00440022"
"08/06/2020";"14:15:36";"Real Brasileiro";"Compra";"-R$ 2.237,22";"R$ 0,00"
"08/06/2020";"14:15:36";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00087078";"ETH 0,17328477"
"08/06/2020";"14:15:36";"Ethereum";"Compra";"ETH 0,17415555";"ETH 0,17415555"
"08/06/2020";"14:15:36";"Real Brasileiro";"Compra";"-R$ 212,78";"R$ 2.237,22"
"08/06/2020";"14:12:54";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00001585";"BTC 0,10183076"
"08/06/2020";"14:12:54";"Bitcoin";"Compra";"BTC 0,00633888";"BTC 0,10184661"
"08/06/2020";"14:12:54";"Real Brasileiro";"Compra";"-R$ 304,90";"R$ 2.450,00"
"08/06/2020";"14:12:32";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00018140";"BTC 0,09550773"
"08/06/2020";"14:12:32";"Bitcoin";"Compra";"BTC 0,03628067";"BTC 0,09568913"
"08/06/2020";"14:12:32";"Real Brasileiro";"Compra";"-R$ 1.745,10";"R$ 2.754,90"
"08/06/2020";"14:11:08";"Real Brasileiro";"Depósito bancário";"R$ 4.500,00";"R$ 4.500,00"
"04/06/2020";"14:06:26";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00012120";"BTC 0,05940846"
"04/06/2020";"14:06:26";"Bitcoin";"Compra";"BTC 0,04848061";"BTC 0,05952966"
"04/06/2020";"14:06:26";"Real Brasileiro";"Compra";"-R$ 2.443,42";"R$ 0,00"
"04/06/2020";"14:05:36";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00002769";"BTC 0,01104905"
"04/06/2020";"14:05:36";"Bitcoin";"Compra";"BTC 0,01107674";"BTC 0,01107674"
"04/06/2020";"14:05:36";"Real Brasileiro";"Compra";"-R$ 558,27";"R$ 2.443,42"
"04/06/2020";"14:01:14";"Real Brasileiro";"Depósito bancário";"R$ 3.000,00";"R$ 3.001,69"
"22/05/2020";"09:48:13";"Bitcoin";"Retirada para carteira externa";"-BTC 0,09474552";"BTC 0,00000000"
"22/05/2020";"09:48:13";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00056100";"BTC 0,09474552"
"22/05/2020";"09:40:13";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00039442";"BTC 0,09530652"
"22/05/2020";"09:40:13";"Bitcoin";"Compra";"BTC 0,07888408";"BTC 0,09570094"
"22/05/2020";"09:40:13";"Real Brasileiro";"Compra";"-R$ 4.117,75";"R$ 1,69"
"22/05/2020";"09:40:13";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00008451";"BTC 0,01681686"
"22/05/2020";"09:40:13";"Bitcoin";"Compra";"BTC 0,01690137";"BTC 0,01690137"
"22/05/2020";"09:40:13";"Real Brasileiro";"Compra";"-R$ 880,56";"R$ 4.119,44"
"22/05/2020";"09:35:40";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,00"
"30/04/2020";"09:07:48";"Ethereum";"Retirada para carteira externa";"-ETH 1,49953308";"ETH 0,00000000"
"30/04/2020";"09:07:48";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00128575";"ETH 1,49953308"
"30/04/2020";"08:51:56";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00754180";"ETH 1,50081883"
"30/04/2020";"08:51:56";"Ethereum";"Compra";"ETH 1,50836063";"ETH 1,50836063"
"30/04/2020";"08:51:56";"Real Brasileiro";"Compra";"-R$ 1.750,00";"R$ 0,00"
"29/04/2020";"10:23:27";"Real Brasileiro";"Depósito bancário";"R$ 1.750,00";"R$ 1.750,00"
"17/04/2020";"16:30:26";"Bitcoin";"Retirada para carteira externa";"-BTC 0,05362144";"BTC 0,00000000"
"17/04/2020";"16:30:26";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00011968";"BTC 0,05362144"
"17/04/2020";"16:15:29";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00024910";"BTC 0,05374112"
"17/04/2020";"16:15:29";"Bitcoin";"Compra";"BTC 0,04981998";"BTC 0,05399022"
"17/04/2020";"16:15:29";"Real Brasileiro";"Compra";"-R$ 1.845,73";"R$ 0,00"
"17/04/2020";"16:10:13";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00001045";"BTC 0,00417024"
"17/04/2020";"16:10:13";"Bitcoin";"Compra";"BTC 0,00418069";"BTC 0,00418069"
"17/04/2020";"16:10:13";"Real Brasileiro";"Compra";"-R$ 154,27";"R$ 1.845,73"
"17/04/2020";"16:06:59";"Real Brasileiro";"Depósito bancário";"R$ 2.000,00";"R$ 2.000,00"
"16/03/2020";"18:46:49";"Bitcoin";"Retirada para carteira externa";"-BTC 0,06689814";"BTC 0,00000000"
"16/03/2020";"18:46:49";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00011968";"BTC 0,06689814"
"16/03/2020";"18:02:32";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00016796";"BTC 0,06701782"
"16/03/2020";"18:02:32";"Bitcoin";"Compra";"BTC 0,06718578";"BTC 0,06718578"
"16/03/2020";"18:02:32";"Real Brasileiro";"Compra";"-R$ 1.699,80";"R$ 0,00"
"16/03/2020";"17:50:51";"Real Brasileiro";"Depósito bancário";"R$ 1.699,74";"R$ 1.699,80"
"12/03/2020";"20:55:47";"XRP";"Retirada para carteira externa";"-XRP 2.507,750804";"XRP 0,000000"
"12/03/2020";"20:55:47";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,100000";"XRP 2.507,750804"
"12/03/2020";"20:40:17";"XRP";"Retirada para carteira externa";"-XRP 2.520,900000";"XRP 2.507,850804"
"12/03/2020";"20:40:17";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,100000";"XRP 5.028,750804"
"12/03/2020";"14:32:50";"Ethereum";"Retirada para carteira externa";"-ETH 3,70165611";"ETH 0,00000000"
"12/03/2020";"14:32:50";"Ethereum";"Taxa de mineração, prioridade normal";"-ETH 0,00634656";"ETH 3,70165611"
"29/02/2020";"18:25:17";"Bitcoin";"Retirada para carteira externa";"-BTC 0,22605926";"BTC 0,00000000"
"29/02/2020";"18:25:17";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00011968";"BTC 0,22605926"
"13/02/2020";"13:13:52";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00250679";"ETH 3,70800267"
"13/02/2020";"13:13:52";"Ethereum";"Compra";"ETH 0,50135716";"ETH 3,71050946"
"13/02/2020";"13:13:52";"Real Brasileiro";"Compra";"-R$ 602,09";"R$ 0,06"
"13/02/2020";"13:12:18";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00022224";"BTC 0,22617894"
"13/02/2020";"13:12:18";"Bitcoin";"Compra";"BTC 0,04444840";"BTC 0,22640118"
"13/02/2020";"13:12:18";"Real Brasileiro";"Compra";"-R$ 1.999,98";"R$ 602,15"
"13/02/2020";"13:10:12";"XRP";"Taxa sobre compra - Executora";"-XRP 10,062069";"XRP 5.028,850804"
"13/02/2020";"13:10:12";"XRP";"Compra";"XRP 2.012,413793";"XRP 5.038,912873"
"13/02/2020";"13:10:12";"Real Brasileiro";"Compra";"-R$ 2.897,88";"R$ 2.602,13"
"13/02/2020";"13:02:36";"Real Brasileiro";"Depósito bancário";"R$ 5.500,00";"R$ 5.500,01"
"11/02/2020";"18:08:02";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00254251";"ETH 3,20915230"
"11/02/2020";"18:08:02";"Ethereum";"Compra";"ETH 0,50850244";"ETH 3,21169481"
"11/02/2020";"18:08:02";"Real Brasileiro";"Compra";"-R$ 526,81";"R$ 0,01"
"11/02/2020";"18:08:02";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00228370";"ETH 2,70319237"
"11/02/2020";"18:08:02";"Ethereum";"Compra";"ETH 0,45673921";"ETH 2,70547607"
"11/02/2020";"18:08:02";"Real Brasileiro";"Compra";"-R$ 473,18";"R$ 526,82"
"11/02/2020";"18:06:39";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00045167";"BTC 0,18195278"
"11/02/2020";"18:06:39";"Bitcoin";"Compra";"BTC 0,09033424";"BTC 0,18240445"
"11/02/2020";"18:06:39";"Real Brasileiro";"Compra";"-R$ 4.000,00";"R$ 1.000,00"
"11/02/2020";"18:04:03";"Real Brasileiro";"Depósito bancário";"R$ 5.000,00";"R$ 5.000,00"
"10/02/2020";"09:27:42";"XRP";"Taxa sobre compra - Executada";"-XRP 0,588558";"XRP 3.026,499080"
"10/02/2020";"09:27:42";"XRP";"Compra";"XRP 235,423238";"XRP 3.027,087638"
"10/02/2020";"09:27:42";"Real Brasileiro";"Compra";"-R$ 277,80";"R$ 0,00"
"10/02/2020";"09:27:01";"XRP";"Taxa sobre compra - Executada";"-XRP 0,422078";"XRP 2.791,664401"
"10/02/2020";"09:27:01";"XRP";"Compra";"XRP 168,831000";"XRP 2.792,086478"
"10/02/2020";"09:27:01";"Real Brasileiro";"Compra";"-R$ 199,22";"R$ 277,80"
"10/02/2020";"09:25:42";"XRP";"Taxa sobre compra - Executora";"-XRP 8,153263";"XRP 2.623,255478"
"10/02/2020";"09:25:42";"XRP";"Compra";"XRP 1.630,652542";"XRP 2.631,408741"
"10/02/2020";"09:25:42";"Real Brasileiro";"Compra";"-R$ 1.924,17";"R$ 477,02"
"10/02/2020";"09:19:27";"Real Brasileiro";"Depósito bancário";"R$ 2.400,00";"R$ 2.401,19"
"08/02/2020";"09:02:57";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00484081";"ETH 2,24873686"
"08/02/2020";"09:02:57";"Ethereum";"Compra";"ETH 0,96816187";"ETH 2,25357767"
"08/02/2020";"09:02:57";"Real Brasileiro";"Compra";"-R$ 947,38";"R$ 1,19"
"08/02/2020";"09:02:57";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00171494";"ETH 1,28541580"
"08/02/2020";"09:02:57";"Ethereum";"Compra";"ETH 0,34298853";"ETH 1,28713074"
"08/02/2020";"09:02:57";"Real Brasileiro";"Compra";"-R$ 334,43";"R$ 948,57"
"08/02/2020";"08:58:49";"XRP";"Taxa sobre compra - Executora";"-XRP 1,309917";"XRP 1.000,756199"
"08/02/2020";"08:58:49";"XRP";"Compra";"XRP 261,983471";"XRP 1.002,066116"
"08/02/2020";"08:58:49";"Real Brasileiro";"Compra";"-R$ 317,00";"R$ 1.283,00"
"08/02/2020";"08:52:26";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00013064";"BTC 0,09207021"
"08/02/2020";"08:52:26";"Bitcoin";"Compra";"BTC 0,02612827";"BTC 0,09220085"
"08/02/2020";"08:52:26";"Real Brasileiro";"Compra";"-R$ 1.100,00";"R$ 1.600,00"
"07/02/2020";"10:50:44";"XRP";"Taxa sobre compra - Executora";"-XRP 3,719008";"XRP 740,082645"
"07/02/2020";"10:50:44";"XRP";"Compra";"XRP 743,801653";"XRP 743,801653"
"07/02/2020";"10:50:44";"Real Brasileiro";"Compra";"-R$ 900,00";"R$ 2.700,00"
"07/02/2020";"10:49:27";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00474443";"ETH 0,94414221"
"07/02/2020";"10:49:27";"Ethereum";"Compra";"ETH 0,94888664";"ETH 0,94888664"
"07/02/2020";"10:49:27";"Real Brasileiro";"Compra";"-R$ 900,00";"R$ 3.600,00"
"07/02/2020";"10:48:13";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00010753";"BTC 0,06607258"
"07/02/2020";"10:48:13";"Bitcoin";"Compra";"BTC 0,02150538";"BTC 0,06618011"
"07/02/2020";"10:48:13";"Real Brasileiro";"Compra";"-R$ 900,00";"R$ 4.500,00"
"06/02/2020";"17:29:08";"Real Brasileiro";"Depósito bancário";"R$ 5.400,00";"R$ 5.400,00"
"05/02/2020";"11:17:38";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00022450";"BTC 0,04467473"
"05/02/2020";"11:17:38";"Bitcoin";"Compra";"BTC 0,04489923";"BTC 0,04489923"
"05/02/2020";"11:17:38";"Real Brasileiro";"Compra";"-R$ 1.800,01";"R$ 0,00"
"05/02/2020";"11:14:33";"Real Brasileiro";"Depósito bancário";"R$ 1.800,00";"R$ 1.800,01"
"29/01/2020";"10:21:22";"Ethereum";"Retirada para carteira externa";"-ETH 2,06100847";"ETH 0,00000000"
"29/01/2020";"10:21:22";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00009240";"ETH 2,06100847"
"14/01/2020";"21:46:15";"Bitcoin";"Retirada para carteira externa";"-BTC 0,02858278";"BTC 0,00000000"
"14/01/2020";"21:46:15";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00011968";"BTC 0,02858278"
"14/01/2020";"21:37:54";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00010451";"BTC 0,02870246"
"14/01/2020";"21:37:54";"Bitcoin";"Compra";"BTC 0,02090149";"BTC 0,02880697"
"14/01/2020";"21:37:54";"Real Brasileiro";"Compra";"-R$ 760,81";"R$ 0,01"
"14/01/2020";"21:37:54";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00003973";"BTC 0,00790548"
"14/01/2020";"21:37:54";"Bitcoin";"Compra";"BTC 0,00794521";"BTC 0,00794521"
"14/01/2020";"21:37:54";"Real Brasileiro";"Compra";"-R$ 289,20";"R$ 760,82"
"14/01/2020";"15:25:22";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00011789";"ETH 2,06110087"
"14/01/2020";"15:25:22";"Ethereum";"Compra";"ETH 0,02357816";"ETH 2,06121876"
"14/01/2020";"15:25:22";"Real Brasileiro";"Compra";"-R$ 16,50";"R$ 1.050,02"
"14/01/2020";"15:25:22";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,00023940";"ETH 2,03764060"
"14/01/2020";"15:25:22";"Ethereum";"Compra";"ETH 0,04788000";"ETH 2,03788000"
"14/01/2020";"15:25:22";"Real Brasileiro";"Compra";"-R$ 33,52";"R$ 1.066,52"
"14/01/2020";"15:25:22";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,01000000";"ETH 1,99000000"
"14/01/2020";"15:25:22";"Ethereum";"Compra";"ETH 2,00000000";"ETH 2,00000000"
"14/01/2020";"15:25:22";"Real Brasileiro";"Compra";"-R$ 1.399,96";"R$ 1.100,04"
"14/01/2020";"14:24:51";"Real Brasileiro";"Depósito bancário";"R$ 2.500,00";"R$ 2.500,00"
"07/01/2020";"16:11:41";"Ethereum";"Retirada para carteira externa";"-ETH 0,19104263";"ETH 0,00000000"
"07/01/2020";"16:11:41";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00006930";"ETH 0,19104263"
"07/01/2020";"15:23:53";"Ethereum";"Retirada para carteira externa";"-ETH 5,00025380";"ETH 0,19111193"
"07/01/2020";"15:23:53";"Ethereum";"Taxa de mineração, baixa prioridade";"-ETH 0,00004620";"ETH 5,19136573"
"07/01/2020";"15:05:10";"Ethereum";"Taxa sobre compra - Executora";"-ETH 0,02608750";"ETH 5,19141193"
"07/01/2020";"15:05:10";"Ethereum";"Compra";"ETH 5,21749943";"ETH 5,21749943"
"07/01/2020";"15:05:10";"Real Brasileiro";"Compra";"-R$ 3.000,01";"R$ 0,00"
"07/01/2020";"14:45:55";"Real Brasileiro";"Depósito bancário";"R$ 3.000,00";"R$ 3.000,01"
"28/12/2019";"15:38:26";"Bitcoin";"Retirada para carteira externa";"-BTC 0,12178548";"BTC 0,00000000"
"28/12/2019";"15:38:26";"Bitcoin";"Taxa de mineração, baixa prioridade";"-BTC 0,00011968";"BTC 0,12178548"
"05/12/2019";"10:41:54";"XRP";"Retirada para carteira externa";"-XRP 2.845,416285";"XRP 0,000001"
"05/12/2019";"10:41:54";"XRP";"Taxa de mineração, alta prioridade";"-XRP 0,010000";"XRP 2.845,416286"
"05/12/2019";"10:36:40";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000019";"BTC 0,12190516"
"05/12/2019";"10:36:40";"Bitcoin";"Compra";"BTC 0,00007443";"BTC 0,12190535"
"05/12/2019";"10:36:40";"Real Brasileiro";"Compra";"-R$ 2,34";"R$ 0,01"
"05/12/2019";"10:36:36";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000620";"BTC 0,12183092"
"05/12/2019";"10:36:36";"Bitcoin";"Compra";"BTC 0,00247880";"BTC 0,12183712"
"05/12/2019";"10:36:36";"Real Brasileiro";"Compra";"-R$ 77,83";"R$ 2,35"
"05/12/2019";"10:36:33";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000620";"BTC 0,11935832"
"05/12/2019";"10:36:33";"Bitcoin";"Compra";"BTC 0,00247880";"BTC 0,11936452"
"05/12/2019";"10:36:33";"Real Brasileiro";"Compra";"-R$ 77,83";"R$ 80,18"
"05/12/2019";"10:36:27";"Bitcoin";"Taxa sobre compra - Executada";"-BTC 0,00000620";"BTC 0,11688572"
"05/12/2019";"10:36:27";"Bitcoin";"Compra";"BTC 0,00247880";"BTC 0,11689192"
"05/12/2019";"10:36:27";"Real Brasileiro";"Compra";"-R$ 77,83";"R$ 158,01"
"05/12/2019";"10:33:13";"Bitcoin";"Taxa sobre compra - Executora";"-BTC 0,00016891";"BTC 0,11441312"
"05/12/2019";"10:33:13";"Bitcoin";"Compra";"BTC 0,03378153";"BTC 0,11458203"
"05/12/2019";"10:33:13";"Real Brasileiro";"Compra";"-R$ 1.064,16";"R$ 235,84"
"05/12/2019";"10:31:46";"XRP";"Taxa sobre compra - Executora";"-XRP 8,351578";"XRP 2.845,426286"
