operação;Data;hora;Moeda;quantidade;Valor (Custo FIFO);Ativo_Contraparte;Valor_Recebido_Contraparte;Fees
Retirada para carteira externa;2019-02-08;11:48:12;Bitcoin;0.06588549;855,78;Carteira Externa;0,0;0,0001
Entrada Fiat;2019-02-12;10:55:13;BRL;;6000,0;Banco;6000,0;0,0
Compra;2019-02-13;08:53:56;Bitcoin;0.02088434;284,03;BRL;284,03;5,221e-05
Compra;2019-02-13;09:06:05;Bitcoin;0.006638;90,48;BRL;90,48;3,319e-05
Compra;2019-02-13;09:06:05;Bitcoin;0.00416633;56,79;BRL;56,79;2,083e-05
Compra;2019-02-13;09:08:00;Bitcoin;0.38647811;5275,42;BRL;5275,42;0,00193239
Compra;2019-02-13;09:08:00;Bitcoin;0.02148556;293,28;BRL;293,28;0,00010743
Retirada para carteira externa;2019-02-13;09:20:49;Bitcoin;0.43737489;5961,43;Carteira Externa;0,0;0,0001314
Entrada Fiat;2019-02-18;07:58:57;BRL;;2200,0;Banco;2200,0;0,0
Compra;2019-02-18;08:02:36;Bitcoin;0.00740266;101,79;BRL;101,79;3,701e-05
Compra;2019-02-18;08:02:36;Bitcoin;0.00246056;33,83;BRL;33,83;1,23e-05
Compra;2019-02-18;08:02:36;Bitcoin;0.0029721;40,87;BRL;40,87;1,486e-05
Compra;2019-02-18;08:02:53;Bitcoin;0.00037024;5,09;BRL;5,09;9,3e-07
Compra;2019-02-18;08:03:12;Bitcoin;0.00037024;5,09;BRL;5,09;9,3e-07
Compra;2019-02-18;08:03:41;Bitcoin;0.02500817;343,86;BRL;343,86;6,252e-05
Compra;2019-02-18;08:05:36;Bitcoin;0.01340437;184,78;BRL;184,78;6,702e-05
Compra;2019-02-18;08:05:36;Bitcoin;0.10769905;1484,67;BRL;1484,67;0,0005385
Retirada para carteira externa;2019-02-18;08:10:42;Bitcoin;0.1588482;2186,87;Carteira Externa;0,0;0,00010512
Entrada Fiat;2019-02-19;11:42:14;BRL;;11250,0;Banco;11250,0;0,0
Compra;2019-02-19;11:50:06;Bitcoin;0.75848371;11250,02;BRL;11250,02;0,00189621
Retirada para carteira externa;2019-02-19;12:09:12;Bitcoin;0.30208312;4467,79;Carteira Externa;0,0;0,00055188
Retirada para carteira externa;2019-02-19;12:14:47;Bitcoin;0.45367656;6729,04;Carteira Externa;0,0;0,00027594
Entrada Fiat;2019-02-25;10:05:02;BRL;;1500,01;Banco;1500,01;0,0
Compra;2019-02-25;10:07:28;Bitcoin;0.10380692;1500,01;BRL;1500,01;0,00051903
Retirada para carteira externa;2019-02-25;10:10:13;Bitcoin;0.10314773;1496,19;Carteira Externa;0,0;0,00014016
Entrada Fiat;2019-02-28;18:00:17;BRL;;9550,0;Banco;9550,0;0,0
Compra;2019-03-02;11:20:39;Bitcoin;0.00847481;126,07;BRL;126,07;4,237e-05
Compra;2019-03-02;11:20:39;Bitcoin;0.09;1338,87;BRL;1338,87;0,00045
